ID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.Make,Indentification.Model,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
3524,95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,Ford,F-150,2010,292,320
3525,214,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,Hyundai,Veracruz,2012,260,257
3526,214,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,Hyundai,Veracruz,2012,260,257
3527,191,147,63,All-wheel drive,Audi 6.3L 12 Cylinder 500 hp 463 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,Audi,A8,2012,500,463
3528,142,251,135,All-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,Infiniti,FX,2012,303,262
3529,203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,E85,21,Automatic transmission,Dodge,Avenger,2012,283,260
3530,203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,E85,21,Automatic transmission,Dodge,Avenger,2012,283,260
3531,161,10,214,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon,2012,320,335
3532,161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon,2012,320,335
3533,158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon XL,2012,320,335
3534,158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon XL,2012,320,335
3535,158,16,217,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon XL,2012,320,335
3536,158,16,217,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,GMC,Yukon XL,2012,320,335
3537,180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XF,2012,470,424
3538,180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XF,2012,470,424
3539,168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XJ,2012,470,424
3540,168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XJ,2012,470,424
3541,168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XJ,2012,510,461
3542,168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,Jaguar,XJ,2012,510,461
3543,11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,Jeep,Liberty,2012,210,235
3544,11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,Jeep,Liberty,2012,210,235
3545,11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,Jeep,Liberty,2012,210,235
3546,11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,Jeep,Liberty,2012,210,235
3547,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3548,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3549,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3550,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3551,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3552,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3553,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3554,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3555,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3556,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3557,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,Jeep,Wrangler,2012,285,260
3558,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,Jeep,Wrangler,2012,285,260
3559,197,3,202,Four-wheel drive,Acura 3.7L 6 Cylinder 300 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,Acura,MDX,2012,300,270
3560,170,63,8,Front-wheel drive,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,TRUE,6,6 Speed Automatic Select Shift,13,E85,21,Automatic transmission,Saab,9-3 SportCombi,2012,220,258
3561,201,221,191,All-wheel drive,Audi 3.6L 6 cylinder 280hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Audi,Q7,2009,280,266
3562,77,102,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,Chevrolet,Silverado 1500,2011,195,260
3563,85,215,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,Chevrolet,Silverado 1500,2011,195,260
3564,85,215,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,Chevrolet,Silverado 1500,2010,195,260
3565,77,102,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,Chevrolet,Silverado 1500,2010,195,260
3566,13,24,156,Rear-wheel drive,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Rolls-Royce,Ghost,2010,563,575
3567,13,24,156,Rear-wheel drive,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Rolls-Royce,Ghost,2011,563,575
3568,37,63,113,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,Toyota,FJ Cruiser,2011,260,271
3569,141,249,107,Rear-wheel drive,Lamborghini 5.2L 10 Cylinder 550 hp 398 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,Lamborghini,Gallardo Coupe,2010,550,398
3570,141,249,107,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,Lamborghini,Gallardo Coupe,2011,560,398
3571,159,249,107,Four-wheel drive,Lamborghini 5.2L 10 Cylinder 560 hp 398 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,Lamborghini,Gallardo Coupe,2011,560,398
3572,165,233,41,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,E85,20,Automatic transmission,Ford,Fusion,2010,240,228
3573,228,82,138,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,20,Manual transmission,Audi,R8 Coupe,2011,420,317
3574,228,79,237,All-wheel drive,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,20,Manual transmission,Audi,R8 Coupe,2012,430,316
3575,228,83,138,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,Audi,R8 Coupe,2010,525,391
3576,220,79,113,All-wheel drive,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,20,Manual transmission,Audi,R8 Spyder,2011,420,317
3577,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2011,266,288
3578,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2011,266,288
3579,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2011,266,288
3580,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2011,266,288
3581,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2010,266,288
3582,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2010,266,288
3583,52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2010,266,288
3584,52,25,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2009,266,288
3585,52,25,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2009,266,288
3586,52,25,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2009,266,288
3587,52,25,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Nissan,Pathfinder,2009,266,288
3588,220,79,237,All-wheel drive,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,20,Manual transmission,Audi,R8 Spyder,2012,430,316
3589,163,89,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Toyota,Sequoia,2011,310,327
3590,162,22,183,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,AMG,E-Class Sedan,2010,518,465
3591,212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,Chevrolet,Corvette ZR1,2011,638,604
3592,212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,Chevrolet,Corvette ZR1,2011,638,604
3593,212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,Chevrolet,Corvette ZR1,2010,638,604
3594,212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,Chevrolet,Corvette ZR1,2010,638,604
3595,162,22,79,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,AMG,E-Class Sedan,2011,518,465
3596,125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade ESV,2010,403,417
3597,125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade ESV,2010,403,417
3598,125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade ESV,2010,403,417
3599,125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Cadillac,Escalade ESV,2010,403,417
3600,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,Nissan,Xterra,2011,261,281
3601,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2011,261,281
3602,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2011,261,281
3603,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,Nissan,Xterra,2011,261,281
3604,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2011,261,281
3605,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2010,261,281
3606,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2010,261,281
3607,110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,Nissan,Xterra,2010,261,281
3608,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,Nissan,Xterra,2010,261,281
3609,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,Nissan,Xterra,2010,261,281
3610,110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,Nissan,Xterra,2010,261,281
3611,24,172,118,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,Mercedes,M-Class,2010,268,258
3612,24,172,118,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,Mercedes,M-Class,2011,268,258
3613,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade,2010,403,417
3614,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Cadillac,Escalade,2010,403,417
3615,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade,2010,403,417
3616,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Cadillac,Escalade,2010,403,417
3617,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,Cadillac,Escalade,2010,403,417
3618,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Explorer,2010,210,254
3619,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Explorer,2010,210,254
3620,57,48,79,Front-wheel drive,Ford 4.0L 6 Cylinder 210 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Explorer,2010,210,254
3621,191,39,191,Rear-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Lincoln,Navigator,2011,310,365
3622,196,173,209,Rear-wheel drive,Lincoln 5.4L 8 Cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Lincoln,Navigator,2010,310,365
3623,115,251,135,All-wheel drive,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,TRUE,7,7 Speed Automatic,14,Gasoline,20,Automatic transmission,Infiniti,FX,2010,390,369
3624,142,251,135,All-wheel drive,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,TRUE,7,7 Speed Automatic,14,Gasoline,20,Automatic transmission,Infiniti,FX,2011,390,369
3625,244,66,13,All-wheel drive,Infiniti 4.5L 6 cylinder 325hp 336 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Infiniti,M,2010,325,336
3626,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2011,310,365
3627,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2011,310,365
3628,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2011,310,365
3629,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2010,310,365
3630,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2010,310,365
3631,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2010,310,365
3632,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,Ford,Expedition,2010,310,365
3633,27,211,133,Rear-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,Dodge,Durango,2011,360,390
3634,27,211,133,All-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,20,Automatic transmission,Dodge,Durango,2011,360,390
3635,128,179,107,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,Jeep,Commander,2010,210,235
3636,128,179,107,Rear-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Jeep,Commander,2010,357,389
3637,128,179,107,Rear-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Jeep,Commander,2010,357,389
3638,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,GMC,Canyon,2011,300,320
3639,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,GMC,Canyon,2011,300,320
3640,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,GMC,Canyon,2011,300,320
3641,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,GMC,Canyon,2011,300,320
3642,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,7 Series,2010,400,450
3643,200,210,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,7 Series,2010,400,450
3644,200,210,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,7 Series,2011,400,450
3645,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,7 Series,2011,400,450
3646,200,94,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,Mercedes,7 Series,2011,400,450
3647,213,104,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,ALPINA B7 Sedan,2011,500,516
3648,203,221,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,BMW,ALPINA B7 Sedan,2011,500,516
3649,239,192,64,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,Dodge,Nitro,2010,260,265
3650,239,192,64,Four-wheel drive,Dodge 4.0L 6 Cylinder 260 HP 265 FT-LBS,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,Dodge,Nitro,2010,260,265
3651,77,60,219,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 525 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,Chevrolet,Express,2012,195,260
3652,158,16,217,Rear-wheel drive,GMC 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,GMC,Yukon XL,2010,403,417
3653,128,170,237,Rear-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,TRUE,7,7 Speed Automatic,14,Gasoline,20,Automatic transmission,Infiniti,QX56,2011,400,413
